name,zone,star,rating,rates,checkin,checkout,room,size,price,bed,guests,address,link
Residence Inn by Marriott Beverly Hills,Beverly Hills - West Hollywood,3.0,4.1,499,04/21/2017,04/22/2017,"Suite, 2 Bedrooms",818,572,2 queen and 1 sofa bed,5,S Beverly Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Residence-Inn-By-Marriott-Beverly-Hills.h126541.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=289.01&exp_ts=1492706979662&exp_curr=USD&exp_pg=HSR
Quality Inn Near Downey Studios,Downey,2.5,3.5,57,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Non Smoking",270,119,1 king bed,2,Firestone Blvd,https://www.expedia.com/Downey-Hotels-Quality-Inn-Near-Downey-Studios.h21485.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=119&exp_ts=1492706979662&exp_curr=USD&exp_pg=HSR
Quality Inn Long Beach Airport,Signal Hill,2.5,3.2,522,04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds, Non Smoking",375,135,2 queen beds,4,E Pacific Coast Hwy,https://www.expedia.com/Signal-Hill-Hotels-Quality-Inn-Long-Beach-Airport.h20907.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=135&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Radisson Hotel Ontario Airport,Ontario,3.5,3.5,849,04/21/2017,04/22/2017,"Room, 1 King Bed (Concierge)",361,136,1 king bed,4,E Holt Blvd,https://www.expedia.com/Ontario-Hotels-Radisson-Hotel-Ontario-Airport.h1008.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=136&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Holiday Inn Express Hotel and Suites Pasadena-Colorado Blvd,Pasadena,2.5,4.1,600,04/21/2017,04/22/2017,"Room, 2 Double Beds, Non Smoking",410,169,2 full beds,4,E Colorado Blvd,https://www.expedia.com/Pasadena-Hotels-Holiday-Inn-Express-Hotel-And-Suites-Pasadena-Colorado-Blvd.h25789.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=169&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Holiday Inn Express Hotel and Suites Pasadena-Colorado Blvd,Pasadena,2.5,4.1,600,04/21/2017,04/22/2017,"Suite, 1 King Bed, Non Smoking",525,179,1 king bed,4,E Colorado Blvd,https://www.expedia.com/Pasadena-Hotels-Holiday-Inn-Express-Hotel-And-Suites-Pasadena-Colorado-Blvd.h25789.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=169&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Holiday Inn Express Hotel and Suites Pasadena-Colorado Blvd,Pasadena,2.5,4.1,600,04/21/2017,04/22/2017,Standard Room,410,179,1 twin bed or 2 twin beds,2,E Colorado Blvd,https://www.expedia.com/Pasadena-Hotels-Holiday-Inn-Express-Hotel-And-Suites-Pasadena-Colorado-Blvd.h25789.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=169&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Holiday Inn Express Hotel and Suites Pasadena-Colorado Blvd,Pasadena,2.5,4.1,600,04/21/2017,04/22/2017,"Suite, 1 King Bed, Non Smoking (Feature)",525,199,1 king bed,4,E Colorado Blvd,https://www.expedia.com/Pasadena-Hotels-Holiday-Inn-Express-Hotel-And-Suites-Pasadena-Colorado-Blvd.h25789.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492706984123&vip=false&c=1881566b-1517-4499-80ff-b5096dc969eb&&exp_dp=169&exp_ts=1492706979663&exp_curr=USD&exp_pg=HSR
Best Western Plus South Bay Hotel,Lawndale,2.5,3.5,507,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Non Smoking",300,134,1 king bed,2,Hawthorne Blvd,https://www.expedia.com/Lawndale-Hotels-Best-Western-Plus-South-Bay-Hotel.h15576.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=133.64&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Best Western Plus South Bay Hotel,Lawndale,2.5,3.5,507,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Non Smoking, Refrigerator",300,134,1 king bed,2,Hawthorne Blvd,https://www.expedia.com/Lawndale-Hotels-Best-Western-Plus-South-Bay-Hotel.h15576.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=133.64&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Best Western Plus South Bay Hotel,Lawndale,2.5,3.5,507,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Bathtub",300,134,1 king bed,2,Hawthorne Blvd,https://www.expedia.com/Lawndale-Hotels-Best-Western-Plus-South-Bay-Hotel.h15576.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=133.64&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Best Western Plus South Bay Hotel,Lawndale,2.5,3.5,507,04/21/2017,04/22/2017,"Standard Room, Multiple Beds, Non Smoking, Refrigerator",345,139,1 king and 1 single bed,3,Hawthorne Blvd,https://www.expedia.com/Lawndale-Hotels-Best-Western-Plus-South-Bay-Hotel.h15576.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=133.64&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Best Western Plus South Bay Hotel,Lawndale,2.5,3.5,507,04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds, Non Smoking, Refrigerator",345,144,2 queen beds,4,Hawthorne Blvd,https://www.expedia.com/Lawndale-Hotels-Best-Western-Plus-South-Bay-Hotel.h15576.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=133.64&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Long Beach Marriott,Long Beach,3.5,4.1,748,04/21/2017,04/22/2017,Standard Room,441,189,1 king bed or 2 full beds,4,Airport Plaza Drive,https://www.expedia.com/Long-Beach-Hotels-Long-Beach-Marriott.h13536.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=189.01&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Long Beach Marriott,Long Beach,3.5,4.1,748,04/21/2017,04/22/2017,Standard Room,441,209,1 king bed or 2 full beds,4,Airport Plaza Drive,https://www.expedia.com/Long-Beach-Hotels-Long-Beach-Marriott.h13536.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=189.01&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Long Beach Marriott,Long Beach,3.5,4.1,748,04/21/2017,04/22/2017,"Room, Golf View",441,199,1 king bed or 2 full beds,4,Airport Plaza Drive,https://www.expedia.com/Long-Beach-Hotels-Long-Beach-Marriott.h13536.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=189.01&exp_ts=1492707167517&exp_curr=USD&exp_pg=HSR
Residence Inn by Marriott Beverly Hills,Beverly Hills - West Hollywood,3.0,4.1,499,04/21/2017,04/22/2017,"Studio, 1 Queen Bed with Sofa bed",452,289,1 queen and 1 sofa bed,3,S Beverly Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Residence-Inn-By-Marriott-Beverly-Hills.h126541.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=308.99&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Residence Inn by Marriott Beverly Hills,Beverly Hills - West Hollywood,3.0,4.1,499,04/21/2017,04/22/2017,"Suite, 1 Bedroom",452,309,1 queen bed or 1 sofa bed,3,S Beverly Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Residence-Inn-By-Marriott-Beverly-Hills.h126541.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=308.99&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Residence Inn by Marriott Beverly Hills,Beverly Hills - West Hollywood,3.0,4.1,499,04/21/2017,04/22/2017,"Studio, 1 Queen Bed with Sofa bed, Allergy Friendly",452,309,1 queen and 1 sofa bed,3,S Beverly Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Residence-Inn-By-Marriott-Beverly-Hills.h126541.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=308.99&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Residence Inn by Marriott Beverly Hills,Beverly Hills - West Hollywood,3.0,4.1,499,04/21/2017,04/22/2017,"Suite, 2 Bedrooms",818,572,2 queen and 1 sofa bed,5,S Beverly Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Residence-Inn-By-Marriott-Beverly-Hills.h126541.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=308.99&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Fairfield Inn Santa Clarita Valencia,Santa Clarita - Magic Mountain,2.5,4.5,491,04/21/2017,04/22/2017,"Room, 1 King Bed",320,159,1 king bed,2,The Old Rd,https://www.expedia.com/Santa-Clarita-Magic-Mountain-Hotels-Fairfield-Inn-Santa-Clarita-Valencia.h52825.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=159.01&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Fairfield Inn Santa Clarita Valencia,Santa Clarita - Magic Mountain,2.5,4.5,491,04/21/2017,04/22/2017,"Room, 2 Queen Beds",340,179,2 queen beds,4,The Old Rd,https://www.expedia.com/Santa-Clarita-Magic-Mountain-Hotels-Fairfield-Inn-Santa-Clarita-Valencia.h52825.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=159.01&exp_ts=1492707167518&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott Baldwin Park,Baldwin Park,3.0,4.3,538,04/21/2017,04/22/2017,Standard Room,350,169,1 king bed or 1 sofa bed,4,Baldwin Park Towne Ctr,https://www.expedia.com/Baldwin-Park-Hotels-Courtyard-By-Marriott-Baldwin-Park.h17766.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=169.01&exp_ts=1492707167520&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott Baldwin Park,Baldwin Park,3.0,4.3,538,04/21/2017,04/22/2017,"Standard Room, 2 Queen Beds",350,179,2 queen beds,4,Baldwin Park Towne Ctr,https://www.expedia.com/Baldwin-Park-Hotels-Courtyard-By-Marriott-Baldwin-Park.h17766.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=169.01&exp_ts=1492707167520&exp_curr=USD&exp_pg=HSR
Marriott Marina del Rey,Beach Cities,3.5,4.0,717,04/21/2017,04/22/2017,"Room, View",371,279,1 king bed or 2 full beds,4,Admiralty Way,https://www.expedia.com/Los-Angeles-Hotels-Marriott-Marina-Del-Rey.h34529.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=279.01&exp_ts=1492707167520&exp_curr=USD&exp_pg=HSR
Marriott Marina del Rey,Beach Cities,3.5,4.0,717,04/21/2017,04/22/2017,"Room, Marina View",371,299,1 king bed or 2 full beds,4,Admiralty Way,https://www.expedia.com/Los-Angeles-Hotels-Marriott-Marina-Del-Rey.h34529.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=279.01&exp_ts=1492707167520&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,Traditional Room,338,339,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,Traditional Room,338,369,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,Deluxe Room,338,364,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,Deluxe Room,338,394,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,"Room, Ocean View",300,429,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,"Room, Ocean View",300,459,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Le Meridien Delfina Santa Monica,Beach Cities,4.0,4.1,"1,245",04/21/2017,04/22/2017,"Room, Ocean View",300,459,1 king bed or 2 queen beds,4,Pico Blvd,https://www.expedia.com/Los-Angeles-Hotels-Le-Meridien-Delfina-Santa-Monica.h12942.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=339&exp_ts=1492707167522&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 1 King Bed with Sofa bed",300,159,1 king and 1 sofa bed,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 1 King Bed with Sofa bed",300,169,1 king and 1 sofa bed,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 1 King Bed with Sofa bed",300,174,1 king and 1 sofa bed,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Standard Double Room, 2 Double Beds",325,169,2 full beds,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 2 Queen Beds",350,169,2 queen beds,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 2 Queen Beds",350,179,2 queen beds,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Courtyard by Marriott LA Hacienda Heights/Orange County,Hacienda Heights,3.0,4.2,323,04/21/2017,04/22/2017,"Room, 2 Queen Beds",350,184,2 queen beds,4,S Azusa Ave,https://www.expedia.com/Hacienda-Heights-Hotels-Courtyard-By-Marriott-LA-Hacienda-HeightsOrange-County.h4548.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=158.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Best Western Plus Thousand Oaks Inn,Thousand Oaks,3.0,4.0,585,04/21/2017,04/22/2017,"Deluxe Room, 2 Queen Beds, Non Smoking, Balcony",350,163,2 queen beds,4,W Thousand Oaks Blvd,https://www.expedia.com/Thousand-Oaks-Hotels-Best-Western-Plus-Thousand-Oaks-Inn.h41238.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=162.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
Best Western Plus Thousand Oaks Inn,Thousand Oaks,3.0,4.0,585,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Ground Floor",400,173,1 king bed,2,W Thousand Oaks Blvd,https://www.expedia.com/Thousand-Oaks-Hotels-Best-Western-Plus-Thousand-Oaks-Inn.h41238.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=178280&sort=recommended&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492707166683&vip=false&c=4d782b0d-fe45-447b-8cb1-90aa7601eee4&&exp_dp=162.99&exp_ts=1492707167523&exp_curr=USD&exp_pg=HSR
