name,zone,star,rating,rates,checkin,checkout,room,size,price,bed,guests,address,link
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Room, 1 King Bed, Accessible",390,209,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Room, 1 King Bed, Accessible",390,279,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Double Room, 2 Double Beds",390,209,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Double Room, 2 Double Beds",390,279,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Double Room, 2 Double Beds, Accessible",390,209,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Double Room, 2 Double Beds, Accessible",390,279,2 double beds,4,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Junior Suite, 1 King Bed",700,284,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
The LA Hotel Downtown,Downtown Los Angeles,3.5,4.1,901,04/21/2017,04/22/2017,"Junior Suite, 1 King Bed",700,379,1 king bed,3,S Figueroa St,https://www.expedia.com/Los-Angeles-Hotels-The-LA-Hotel-Downtown.h11172.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=209.37&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
Best Western Plus Dragon Gate Inn,Downtown Los Angeles,3.0,3.7,638,04/21/2017,04/22/2017,"Standard Room, 2 Double Beds, Non Smoking, Refrigerator",350,159,2 double beds,4,N Hill Street,https://www.expedia.com/Los-Angeles-Hotels-Best-Western-Plus-Dragon-Gate-Inn.h21241.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=159&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
Best Western Plus Dragon Gate Inn,Downtown Los Angeles,3.0,3.7,638,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Non Smoking",355,159,1 king bed,2,N Hill Street,https://www.expedia.com/Los-Angeles-Hotels-Best-Western-Plus-Dragon-Gate-Inn.h21241.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=159&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
Best Western Plus Dragon Gate Inn,Downtown Los Angeles,3.0,3.7,638,04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Non Smoking, Refrigerator",350,159,1 king bed,2,N Hill Street,https://www.expedia.com/Los-Angeles-Hotels-Best-Western-Plus-Dragon-Gate-Inn.h21241.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=159&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
Best Western Plus Dragon Gate Inn,Downtown Los Angeles,3.0,3.7,638,04/21/2017,04/22/2017,"Suite, 1 King Bed, Accessible, Non Smoking",452,229,1 king bed,2,N Hill Street,https://www.expedia.com/Los-Angeles-Hotels-Best-Western-Plus-Dragon-Gate-Inn.h21241.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=159&exp_ts=1492705194492&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Deluxe Room With King Bed,450,265,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Deluxe Room With King Bed,450,271,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Hearing Accessible Deluxe Room King Bed,450,265,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Hearing Accessible Deluxe Room King Bed,450,271,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds",450,281,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds",450,288,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds, Accessible",450,281,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 2 Double Beds, Accessible",450,288,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Hearing Accessible Deluxe Room Double Beds,450,281,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,Hearing Accessible Deluxe Room Double Beds,450,288,2 full beds,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed (with Waterfall view)",450,290,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed (with Waterfall view)",450,297,1 king bed,3,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Studio Suite, 1 King Bed, Corner",644,497,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Studio Suite, 1 King Bed, Corner",644,509,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Suite, 1 Bedroom, Corner (Malibu)",855,663,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Suite, 1 Bedroom, Corner (Malibu)",855,679,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Suite, 1 Bedroom, Corner (Westlake)",1025,867,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Four Seasons Hotel Los Angeles at Westlake Village,Westlake Village,5.0,4.8,478,04/21/2017,04/22/2017,"Suite, 1 Bedroom, Corner (Westlake)",1025,888,1 king bed,4,Dole Dr,https://www.expedia.com/Westlake-Village-Hotels-Four-Seasons-Hotel-Los-Angeles-At-Westlake-Village.h1551334.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=264.78&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Best Western Plus Suites Hotel,Los Angeles Intl. (LAX),2.5,4.0,"1,230",04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Bathtub",350,149,1 king bed,2,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Best-Western-Plus-Suites-Hotel.h7599.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=149&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Best Western Plus Suites Hotel,Los Angeles Intl. (LAX),2.5,4.0,"1,230",04/21/2017,04/22/2017,"Standard Room, 1 King Bed, Accessible, Bathtub",350,159,1 king bed,2,W Century Blvd,https://www.expedia.com/Los-Angeles-Intl-Hotels-Best-Western-Plus-Suites-Hotel.h7599.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=149&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Maison 140,Beverly Hills - West Hollywood,3.5,4.0,728,04/21/2017,04/22/2017,Parisian Queen,200,170,1 queen bed,2,S. Lasky Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Maison-140.h62770.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=170.11&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Maison 140,Beverly Hills - West Hollywood,3.5,4.0,728,04/21/2017,04/22/2017,Parisian King,200,179,1 king bed,2,S. Lasky Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Maison-140.h62770.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=170.11&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Maison 140,Beverly Hills - West Hollywood,3.5,4.0,728,04/21/2017,04/22/2017,Mandarin King,300,197,1 king bed,2,S. Lasky Drive,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Maison-140.h62770.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=170.11&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Welcome Inn,Pasadena,2.0,3.0,4,04/21/2017,04/22/2017,Single King,175,115,1 king bed,2,Colorado Blvd.,https://www.expedia.com/Pasadena-Hotels-Welcome-Inn.h17939818.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=115.31&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Welcome Inn,Pasadena,2.0,3.0,4,04/21/2017,04/22/2017,Double Queen,175,150,2 queen beds,4,Colorado Blvd.,https://www.expedia.com/Pasadena-Hotels-Welcome-Inn.h17939818.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=115.31&exp_ts=1492705194494&exp_curr=USD&exp_pg=HSR
Ayres Hotel Manhattan Beach LAX,Beach Cities,4.0,4.6,"1,101",04/21/2017,04/22/2017,"Room, 1 Queen Bed, Accessible",350,179,1 queen bed,2,Hindry Ave,https://www.expedia.com/Los-Angeles-Hotels-Ayres-Hotel-Manhattan-Beach-LAX.h980207.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=179&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Ayres Hotel Manhattan Beach LAX,Beach Cities,4.0,4.6,"1,101",04/21/2017,04/22/2017,Deluxe Two Queen Studio Suite,476,179,2 queen beds,4,Hindry Ave,https://www.expedia.com/Los-Angeles-Hotels-Ayres-Hotel-Manhattan-Beach-LAX.h980207.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=179&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Ayres Hotel Manhattan Beach LAX,Beach Cities,4.0,4.6,"1,101",04/21/2017,04/22/2017,King Courtyard Studio Suite,434,189,1 bed,2,Hindry Ave,https://www.expedia.com/Los-Angeles-Hotels-Ayres-Hotel-Manhattan-Beach-LAX.h980207.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=179&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Ayres Hotel Manhattan Beach LAX,Beach Cities,4.0,4.6,"1,101",04/21/2017,04/22/2017,Junior Suite 1 King,504,219,1 bed,2,Hindry Ave,https://www.expedia.com/Los-Angeles-Hotels-Ayres-Hotel-Manhattan-Beach-LAX.h980207.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=179&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Farmer's Daughter,Beverly Hills - West Hollywood,3.5,4.2,804,04/21/2017,04/22/2017,Tack Room,301,247,2 double beds,4,S Fairfax Ave,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Farmers-Daughter.h894101.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=247.48&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Farmer's Daughter,Beverly Hills - West Hollywood,3.5,4.2,804,04/21/2017,04/22/2017,Robin Room,301,252,1 king bed,2,S Fairfax Ave,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-Farmers-Daughter.h894101.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=247.48&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
The Mosaic Hotel - Beverly Hills,Beverly Hills - West Hollywood,4.0,4.4,548,04/21/2017,04/22/2017,"Deluxe Room, 1 King Bed",300,224,1 king bed,2,S Spalding Dr,https://www.expedia.com/Beverly-Hills-West-Hollywood-Hotels-The-Mosaic-Hotel-Beverly-Hills.h40835.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=224.11&exp_ts=1492705194495&exp_curr=USD&exp_pg=HSR
Luxe City Center Hotel,Downtown Los Angeles,4.0,4.2,786,04/21/2017,04/22/2017,"Superior Room, 1 King Bed",315,260,1 king bed,2,S Figueroa Street,https://www.expedia.com/Los-Angeles-Hotels-Luxe-City-Center-Hotel.h3952.Hotel-Information?chkin=4%2F21%2F2017&chkout=4%2F22%2F2017&rm1=a2&regionId=0&hwrqCacheKey=21373081-f57b-4853-8f63-11ae8a634901HWRQ1492705193415&vip=false&c=a1da66d1-a891-4911-ab7b-cbe891788957&&exp_dp=260.37&exp_ts=1492705194496&exp_curr=USD&exp_pg=HSR
